unit,prediction,frames,minutes,median_area_4pt_px2,median_area_3pt_px2,median_area_3pt_over_4pt_minus_1_pct,corr_area_3pt_4pt_trusted,median_eye_opening_px,frac_untrusted_production_rule,untrusted_runs,frac_pupil_minconf_lt_0.6,frac_residual_area_4pt,frac_residual_eye_opening,frac_residual_centre_x,frac_residual_centre_y,frac_residual_any
8_20251024_Pluto_spont1,8_20251024_Pluto_spont1DLC_Resnet50_EyePupilEllipseSep20shuffle518_snapshot_120.h5,71748,19.93,38447.0,39995.0,3.4,0.961,153.7,0.5674,484,0.901,0.0664,0.0286,0.1052,0.0335,0.1422
