set,frame,closed_by_labeler,aspect,centre_off,min_conf,opening_px
1_20251031_Pluto_spont_1/training-data/labels/test50,img069258.png,False,0.15253862738609314,1.001036202020425,0.4546920657157898,356.5372009277344
1_20251031_Pluto_spont_1/training-data/labels/test50,img069404.png,False,0.16898766160011292,0.9869237065947802,0.26964807510375977,356.712158203125
1_20251031_Pluto_spont_1/training-data/labels/test50,img069550.png,False,0.17002460360527039,1.0055467719478088,0.37989115715026855,370.1292419433594
1_20251031_Pluto_spont_1/training-data/labels/test50,img069697.png,False,0.2552444338798523,0.7019345104699525,0.3252008557319641,249.69639587402344
1_20251031_Pluto_spont_1/training-data/labels/test50,img069843.png,False,0.4662299156188965,0.4745906786783883,0.27761536836624146,255.7564239501953
1_20251031_Pluto_spont_1/training-data/labels/test50,img069990.png,False,0.15464915335178375,0.9952330666231298,0.20390921831130981,626.803955078125
1_20251031_Pluto_spont_1/training-data/labels/test50,img070136.png,False,0.1551162153482437,1.0008706272535504,0.3286370635032654,364.279052734375
1_20251031_Pluto_spont_1/training-data/labels/test50,img070282.png,False,0.40084540843963623,3.8628409327364785,0.4405145049095154,360.8288879394531
1_20251031_Pluto_spont_1/training-data/labels/test50,img070429.png,False,0.5126134753227234,0.4887751294159271,0.31597036123275757,251.15353393554688
1_20251031_Pluto_spont_1/training-data/labels/test50,img070575.png,False,5.9879469871521,5.252188053486902,0.08419474959373474,368.23284912109375
1_20251031_Pluto_spont_1/training-data/labels/test50,img070722.png,False,0.16875293850898743,1.0056090255672647,0.4780009388923645,359.53521728515625
1_20251031_Pluto_spont_1/training-data/labels/test50,img070868.png,False,0.20329859852790833,0.9430975363418701,0.30664604902267456,361.8542785644531
1_20251031_Pluto_spont_1/training-data/labels/test50,img071014.png,False,1.764880657196045,4.563146370926583,0.13582657277584076,341.35198974609375
1_20251031_Pluto_spont_1/training-data/labels/test50,img071161.png,False,0.7744020223617554,0.9473483486711733,0.24819086492061615,331.8692321777344
1_20251031_Pluto_spont_1/training-data/labels/test50,img071307.png,False,1.0143896341323853,2.806920244962325,0.3045806884765625,254.4115753173828
1_20251031_Pluto_spont_1/training-data/labels/test50,img071454.png,False,0.360758513212204,3.945032918269722,0.23896004259586334,624.5656127929688
1_20251031_Pluto_spont_1/training-data/labels/test50,img071600.png,False,4.072754383087158,9.52870566930435,0.15376153588294983,631.4288940429688
1_20251031_Pluto_spont_1/training-data/labels/test50,img071747.png,False,0.8944315314292908,1.1675472855156266,0.1584920585155487,633.4391479492188
1_20251031_Pluto_spont_1/training-data/labels/val20,img057278.png,False,4.235391139984131,23.51363147526484,0.2321767956018448,375.6231994628906
1_20251031_Pluto_spont_1/training-data/labels/val20,img057655.png,False,0.18386971950531006,0.8291551188425121,0.459891140460968,384.0610656738281
1_20251031_Pluto_spont_1/training-data/labels/val20,img058033.png,False,0.451762855052948,0.4954589978626976,0.6461315751075745,282.751708984375
1_20251031_Pluto_spont_1/training-data/labels/val20,img058410.png,False,0.4178997576236725,0.47052381877346866,0.5657163262367249,277.0073547363281
1_20251031_Pluto_spont_1/training-data/labels/val20,img058788.png,False,0.19483359158039093,0.5952663103815685,0.2145833671092987,270.801025390625
1_20251031_Pluto_spont_1/training-data/labels/val20,img059165.png,False,0.5111824870109558,0.4677387708959061,0.41355252265930176,262.5447082519531
1_20251031_Pluto_spont_1/training-data/labels/val20,img059543.png,False,0.970882773399353,2.7084662252125002,0.2350192666053772,266.65887451171875
1_20251031_Pluto_spont_1/training-data/labels/val20,img059921.png,False,2.817812442779541,8.037042728273867,0.3869765102863312,265.1134948730469
1_20251031_Pluto_spont_1/training-data/labels/val20,img060298.png,False,0.9634283781051636,2.7613832320376264,0.48285165429115295,261.9630126953125
1_20251031_Pluto_spont_1/training-data/labels/val20,img060676.png,False,0.9276777505874634,2.689092748752556,0.3977871537208557,264.6996154785156
1_20251031_Pluto_spont_1/training-data/labels/val20,img061053.png,False,0.5873573422431946,0.23142010502223548,0.11471354216337204,641.1522216796875
1_20251031_Pluto_spont_1/training-data/labels/val20,img061431.png,False,0.18777763843536377,0.6402091608206258,0.3376190662384033,236.0844268798828
1_20251031_Pluto_spont_1/training-data/labels/val20,img061808.png,False,0.45645371079444885,0.5143213369251961,0.43615633249282837,290.2261047363281
1_20251031_Pluto_spont_1/training-data/labels/val20,img062186.png,False,4.735593795776367,1.9554523347407025,0.11912365257740021,438.1358642578125
1_20251031_Pluto_spont_1/training-data/labels/val20,img062564.png,False,2.752107620239258,1.9999635662622166,0.10089971125125885,625.168212890625
1_20251031_Pluto_spont_1/training-data/labels/val20,img062941.png,False,0.3473930358886719,0.5659874944932416,0.27469152212142944,203.98179626464844
1_20251031_Pluto_spont_1/training-data/labels/val20,img063319.png,False,0.20596690475940704,0.6138471039129579,0.34398990869522095,244.10186767578125
1_20251031_Pluto_spont_1/training-data/labels/val20,img063696.png,False,0.07310032844543457,0.716795204229611,0.18866044282913208,369.058349609375
1_20251031_Pluto_spont_1/training-data/labels/val20,img064074.png,False,0.4633358120918274,0.45672160804143613,0.1847933679819107,326.3025817871094
