video,set,frame,closed,lid_rel,open_rel,min_conf,centre_off,aspect,untrusted,opening
0 (mouse A),test50,16103,False,1.010023860148276,1.0623928915893555,0.6584749221801758,0.03645020934062739,0.8875295561857018,0.0,306.1142883300781
0 (mouse A),test50,16176,False,1.0233156034980455,1.0608755737404454,0.8018264770507812,0.03615791085857625,0.8906632766739416,0.0,305.6770935058594
0 (mouse A),test50,16250,False,0.8680597717509925,0.8890580210970306,0.585144579410553,0.02926077657510114,0.900937763769051,1.0,256.170166015625
0 (mouse A),test50,16323,False,0.8064071809886028,0.8106645012283591,0.3664702773094177,0.21607790534876212,0.8780381962051974,1.0,233.58212280273438
0 (mouse A),test50,16397,False,1.0814835468981259,1.0434311845887703,0.748322606086731,0.03614300839101268,0.8859420228474646,0.0,300.6507263183594
0 (mouse A),test50,16470,False,0.924115789684069,0.8667888450341971,0.7247958779335022,0.043167147580996094,0.8454150743881117,1.0,249.75360107421875
0 (mouse A),test50,16544,False,1.0055289119018471,0.9428764145883025,0.9005263447761536,0.046264750217454874,0.830693726338112,0.0,271.6772155761719
0 (mouse A),test50,16617,False,0.9851013737616693,0.9250834638673991,0.7655521035194397,0.03769926567126018,0.87860512394606,1.0,266.5504150390625
0 (mouse A),test50,16690,False,1.0107828799130194,0.9650452904973654,0.8750925660133362,0.045810368350168953,0.8529420485042007,0.0,278.06488037109375
0 (mouse A),test50,16764,False,0.9942149061785136,0.9598786145720872,0.8828115463256836,0.040056028197703174,0.8495988809412863,0.0,276.576171875
0 (mouse A),test50,16837,False,1.0430727364919246,1.0061537374702256,0.826396644115448,0.03523849588021362,0.856468512554199,0.0,289.90972900390625
0 (mouse A),test50,16911,False,0.9523714651048535,0.9072671062468302,0.8437146544456482,0.032917389739531976,0.8077672119563098,1.0,261.4168701171875
0 (mouse A),test50,16984,False,0.9798449119423275,0.933439409307293,0.8998642563819885,0.03455096875315586,0.8229274926585363,0.0,268.95806884765625
0 (mouse A),test50,17058,False,1.0220080185928042,0.9647737280958153,0.8873734474182129,0.02749409597883368,0.8609044244818351,0.0,277.98663330078125
0 (mouse A),test50,17131,False,1.0199327144595471,0.9628146447333072,0.889702320098877,0.028704509848923303,0.8702925738918714,0.0,277.4221496582031
0 (mouse A),test50,17205,False,0.7661600050240277,0.7119683026094827,0.28683409094810486,0.06649688310531236,0.792478175339425,1.0,205.14413452148438
0 (mouse A),test50,17278,False,0.9867392041158629,0.9019159288771292,0.8010724782943726,0.039335462052763295,0.8318150032771305,0.0,259.875
0 (mouse A),test50,17351,False,1.0267021107184817,0.9365319797296249,0.847641110420227,0.03389602257416713,0.8548188715674339,0.0,269.8491516113281
0 (mouse A),test50,17425,False,1.0598624136202206,0.9684726537244164,0.8922939896583557,0.025578889958073857,0.8513136247294016,0.0,279.05242919921875
0 (mouse A),test50,17498,False,0.9173660451292548,0.8334778612300241,0.7513301372528076,0.0326015359144423,0.8062515253967004,1.0,240.15548706054688
0 (mouse A),test50,17572,False,1.0233121630041184,0.9133540652091865,0.8159940838813782,0.025647272309704268,0.8457958810982368,0.0,263.1707458496094
0 (mouse A),test50,17645,False,1.0022851946163105,0.8936751114912467,0.8431715369224548,0.02881677356142539,0.8445132253464462,0.0,257.5005187988281
0 (mouse A),test50,17719,False,0.9917982653285605,0.8875825391095137,0.834102213382721,0.03429593644106485,0.841511336061188,0.0,255.74502563476562
0 (mouse A),test50,17792,False,1.018701372599146,0.9439106606300872,0.9335830807685852,0.030057569188426142,0.8744730264109951,0.0,271.9752197265625
0 (mouse A),test50,17866,False,1.0152068462532895,0.9430681181556995,0.9683196544647217,0.02913798899479249,0.8700139200083371,0.0,271.7324523925781
0 (mouse A),test50,17939,False,0.9971651849597282,0.9299422490355378,0.8803990483283997,0.02726711893698324,0.869663706795104,0.0,267.9504089355469
0 (mouse A),test50,18013,False,0.9938319252660602,0.9230642215953433,0.8456233143806458,0.03167387505523792,0.8607536286407974,0.0,265.9685974121094
0 (mouse A),val20,10694,False,1.019012662664911,1.0234568379153222,0.7453880310058594,0.026019511516697666,0.9092558356658514,0.0,294.8953857421875
0 (mouse A),val20,10883,False,1.0012002760238725,1.0038419619091365,0.850191056728363,0.03210404234126575,0.8923985759118643,0.0,289.2436218261719
0 (mouse A),val20,11072,False,1.0387045645084254,1.0984616530111415,0.8226901292800903,0.010148932519719272,0.9193811067635551,0.0,316.50701904296875
0 (mouse A),val20,11262,False,1.0152876917133609,1.0627583993302874,0.82350093126297,0.03447875515121084,0.8597627764707139,0.0,306.2196044921875
0 (mouse A),val20,11451,False,0.987657256098065,1.0124300699013695,0.8618799448013306,0.04373108820652942,0.8427248475475071,0.0,291.7181701660156
0 (mouse A),val20,11641,False,0.9959423080376849,0.8927550402813149,0.9289231300354004,0.03665298313131266,0.8243663543373624,0.0,257.23541259765625
0 (mouse A),val20,11830,False,0.9402519708144113,0.8640709968336607,0.7468246817588806,0.03748124870073167,0.8136776623611637,1.0,248.97048950195312
0 (mouse A),val20,12019,False,1.0073018877901396,0.9543382755607448,0.8840842247009277,0.02253439712962459,0.8682291337599195,0.0,274.97979736328125
0 (mouse A),val20,12209,False,1.0022333896944218,0.9571092923750012,0.8731056451797485,0.01794513951975351,0.8637114048646587,0.0,275.7782287597656
0 (mouse A),val20,12398,False,1.010589970994366,0.9832963174221314,0.7770686149597168,0.032600260964678385,0.8949005392155923,0.0,283.32366943359375
0 (mouse A),val20,12588,False,1.0026160884420336,0.9627058714936848,0.7231127023696899,0.027769877311528524,0.8682687680743622,0.0,277.39080810546875
0 (mouse A),val20,12777,False,1.01260842572696,0.9603256757643425,0.8411668539047241,0.03443175861412645,0.867608138762087,0.0,276.7049865722656
0 (mouse A),val20,12967,False,0.9948285571197061,0.9569622843354726,0.8884838223457336,0.040726225297012475,0.8481111683675064,0.0,275.7358703613281
0 (mouse A),val20,13156,False,1.0239730632468964,0.9956621507413871,0.9360260963439941,0.015006422957312766,0.8691914293140335,0.0,286.88671875
0 (mouse A),val20,13345,False,1.0111548006658653,0.9893337088322547,0.9459791779518127,0.026543661800708558,0.8788424067083531,0.0,285.0632629394531
0 (mouse A),val20,13535,False,1.025105476052164,1.025523317641002,0.8110963106155396,0.024572124689607167,0.8648183265381242,0.0,295.4908142089844
0 (mouse A),val20,13724,False,0.994611031509736,1.010253016405324,0.8875853419303894,0.029473361140851397,0.8564841149326489,0.0,291.09088134765625
0 (mouse A),val20,13914,False,0.9755916642817495,0.9668870216208261,0.8934252262115479,0.04343696548100665,0.8361440686794621,0.0,278.5955505371094
0 (mouse A),val20,14103,False,1.0079272232835101,0.9829714804932882,0.7767437100410461,0.032459088029901044,0.8469743422413696,0.0,283.2300720214844
0 (mouse A),val20,14293,False,1.0108691559777134,0.9967104832884004,0.8694806694984436,0.03487226512327018,0.8461541239833561,0.0,287.18878173828125
0 (mouse A),batch02,140,False,1.0374605388443718,1.0481778088037543,0.613433837890625,0.025206263152736632,0.9682885331692083,1.0,306.09307861328125
0 (mouse A),batch02,502,False,1.0072632977944544,0.9758828012311577,0.7670772075653076,0.020106326896495615,0.9226376495945334,0.0,284.981201171875
0 (mouse A),batch02,611,False,1.0500717898886713,1.0965626916172648,0.7456997036933899,0.006560845915126818,0.9654090747787379,0.0,320.2226257324219
0 (mouse A),batch02,1104,False,0.9678820640151874,0.9707513578291663,0.8016353845596313,0.030917528850001125,0.8959617552786233,1.0,283.4826965332031
0 (mouse A),batch02,1950,False,0.9860089670056148,0.9504936361187653,0.6907608509063721,0.017830526511510247,0.8712610944260806,0.0,277.56695556640625
0 (mouse A),batch02,2109,False,0.9039324138561164,0.8725925295033438,0.6987642049789429,0.0455724062745453,0.8144844576818638,1.0,254.81796264648438
0 (mouse A),batch02,3161,False,0.8357618102722334,0.8508509602711034,0.5672904849052429,0.03340087156258124,0.7925806920754229,1.0,248.46890258789062
0 (mouse A),batch02,4742,False,1.0003401628681636,0.9892664809462389,0.7603206634521484,0.04334210379299008,0.8619758554670958,0.0,288.8895568847656
0 (mouse A),batch02,4855,False,0.9896618955276683,0.9837318624094312,0.6638529300689697,0.03403047428190118,0.8695496641682631,0.0,287.2733154296875
0 (mouse A),batch02,5073,False,0.8887042685812055,0.9053184788342198,0.7909367084503174,0.04300209040784358,0.8247266936920717,1.0,264.3747253417969
0 (mouse A),batch02,5180,False,1.003914108234583,1.01785826533846,0.6314184665679932,0.05710581222746374,0.9133349433764119,0.0,297.2390441894531
0 (mouse A),batch02,5532,False,0.9538019976798577,0.936938047876786,0.5206079483032227,0.08548842804334883,0.690069012952409,1.0,273.6083984375
0 (mouse A),batch02,5824,False,0.7102816989928288,0.6318543365232205,0.326227068901062,0.12286815694938985,0.8501738659183987,1.0,184.51663208007812
0 (mouse A),batch02,6764,False,0.9889629459997965,1.0824567870818842,0.7909916043281555,0.0031617842947626543,0.9020614928469869,0.0,316.1033630371094
0 (mouse A),batch02,8197,False,0.9734241924347768,1.039307851334133,0.7280817627906799,0.024597577057460483,0.8715116432185988,1.0,303.5028381347656
0 (mouse A),batch02,9139,False,1.8923122487899517,2.1022529683612547,0.3210153877735138,0.007831102447113254,0.9791636736181629,1.0,613.9083251953125
0 (mouse A),batch02,9210,False,1.0081652201228861,1.1207084721381475,0.25602254271507263,0.025921638028962173,0.9927632304646604,1.0,327.2737731933594
0 (mouse A),batch02,9324,False,0.9972795397780301,1.103504033972051,0.45917943120002747,0.006462831029109567,0.9623853146538774,1.0,322.2496643066406
0 (mouse A),batch02,9796,False,0.9988288441351352,0.9722387584755737,0.7624459862709045,0.032791052842334086,0.8543483300666287,0.0,283.91705322265625
0 (mouse A),batch03,775,False,1.0438757867100652,1.0756496597560692,0.7136587500572205,0.022767729091988872,0.9662883718942947,0.0,312.0572814941406
0 (mouse A),batch03,837,False,0.789729761603926,0.8044336509476332,0.5471270680427551,0.04659252875968267,0.8528255026902755,1.0,233.37466430664062
0 (mouse A),batch03,904,False,1.0044777521236095,1.0136326366983555,0.5561816096305847,0.021201852257808008,0.9104133865177103,0.0,294.06549072265625
0 (mouse A),batch03,1236,False,1.0229691895850774,1.0415732487624183,0.8668773770332336,0.023599273030022263,0.9169179969773275,1.0,302.1713562011719
0 (mouse A),batch03,1637,False,0.9802571730494452,0.9208169094283011,0.7940868139266968,0.05045004310883385,0.8782269017513437,0.0,267.138671875
0 (mouse A),batch03,2517,False,1.0597473653886909,1.0804377267532415,0.41730713844299316,0.010300307460764624,0.8801690949176885,1.0,313.44635009765625
0 (mouse A),batch03,2633,False,0.9230985980945141,0.9549230900236437,0.6304881572723389,0.06197354946817734,0.9109156114350717,1.0,277.0332336425781
0 (mouse A),batch03,2737,False,0.944898073851897,0.9473094354962948,0.6432831883430481,0.06133712794644893,0.904448335783539,1.0,274.8244323730469
0 (mouse A),batch03,2985,False,0.9306614893622573,0.9378995063453169,0.8511737585067749,0.027128385621549143,0.8629286165251302,1.0,272.0945129394531
0 (mouse A),batch03,3917,False,1.0104353219260578,1.0493421680674948,0.8219267725944519,0.023995079027169734,0.8833018881117366,0.0,304.4252014160156
0 (mouse A),batch03,4060,False,1.034105010560226,1.072176188915578,0.7968173027038574,0.03619983265082362,0.9349827539404902,0.0,311.0495910644531
0 (mouse A),batch03,4915,False,0.9299675713007715,0.9189921275182467,0.729981005191803,0.045821953217724525,0.8323427189539306,1.0,266.6092834472656
0 (mouse A),batch03,5345,False,1.0108304431245463,1.0163835372419558,0.868419349193573,0.03728933131984038,0.8904159697992243,0.0,294.8635559082031
0 (mouse A),batch03,5466,False,1.0145871064419323,1.0041352922152018,0.8305690884590149,0.034547311767762455,0.8690680152770976,0.0,291.3102111816406
0 (mouse A),batch03,6131,False,0.9880872256350764,0.8924613112205153,0.7966570854187012,0.02961343517020992,0.8286880972994346,0.0,258.91241455078125
0 (mouse A),batch03,6556,False,1.0330260055420402,1.0084471507782462,0.7802177667617798,0.022632243709055474,0.8720225260197682,0.0,292.5611267089844
0 (mouse A),batch03,6872,False,0.8910222216351397,0.9650111980513219,0.88176029920578,0.0545293075652719,0.8521958128438316,1.0,279.95989990234375
0 (mouse A),batch03,7306,False,0.834982605861617,0.8500072293847217,0.7466780543327332,0.043214426361280485,0.8483963758177702,1.0,246.59603881835938
0 (mouse A),batch03,8579,False,0.9855167191080457,0.9884477640530798,0.8213565349578857,0.028051745814782227,0.8459268980981499,0.0,286.75909423828125
0 (mouse A),batch03,8847,False,0.9734959296489982,1.0128027696038482,0.7888469099998474,0.03669235746934497,0.8678559340796878,0.0,293.8247375488281
0 (mouse A),batch04,697,False,0.8992002898452663,0.9659911768795195,0.8294021487236023,0.01949635694703633,0.8781179748110495,1.0,279.02935791015625
0 (mouse A),batch04,1721,False,0.9932558031520382,0.9285937058247048,0.8530116677284241,0.038446480865769496,0.8737515884235184,0.0,268.22698974609375
0 (mouse A),batch04,2230,False,0.9987019922444171,0.9750619431403598,0.82303386926651,0.02075685235430185,0.8969641746403854,0.0,281.64947509765625
0 (mouse A),batch04,2811,False,0.9840730462317056,0.994679313505612,0.6986384391784668,0.03262199823714528,0.9007388823637419,0.0,287.3160095214844
0 (mouse A),batch04,2874,False,1.0052804288316253,1.0054221113873532,0.8171737790107727,0.030306506405056628,0.8934270708988711,0.0,290.4190979003906
0 (mouse A),batch04,3052,False,0.9656414544556399,0.9777037446493086,0.850045382976532,0.022388211321068285,0.8479174894842042,1.0,282.4125671386719
0 (mouse A),batch04,3406,False,1.0063167590560675,1.0127385439526886,0.8990623354911804,0.02917155787625544,0.8597651454072719,0.0,292.532470703125
0 (mouse A),batch04,3602,False,1.00005234346577,1.060733542860258,0.8718493580818176,0.012357209455847345,0.8794877849462408,0.0,306.3959655761719
0 (mouse A),batch04,3671,False,1.023505361456063,1.0911941851418447,0.8569586277008057,0.014525781278063761,0.905671594482557,0.0,315.1946105957031
0 (mouse A),batch04,3749,False,0.9641683710628448,1.0210059405405016,0.8512270450592041,0.032867864582200014,0.8820921490662527,0.0,294.9205322265625
0 (mouse A),batch04,4302,False,1.0308996024834605,1.071314060913255,0.7823217511177063,0.021606877258919365,0.8805112305213524,0.0,309.4521789550781
0 (mouse A),batch04,4566,False,1.009798562501791,1.0108962030323507,0.8349449634552002,0.02342905327641166,0.8979348452542053,0.0,292.00030517578125
0 (mouse A),batch04,6062,False,1.0911007915943418,0.9768369844181782,0.8458297252655029,0.03445409868587917,0.8536718791199684,0.0,282.1622009277344
0 (mouse A),batch04,6623,False,1.0044225632379393,1.082569899711911,0.8012707233428955,0.02684461524687433,0.9055959212941117,0.0,312.7034606933594
0 (mouse A),batch04,7052,False,1.0065447552026592,1.021956904562979,0.8814387321472168,0.04286756368399445,0.8504333686805597,0.0,295.1952209472656
0 (mouse A),batch04,7959,False,0.9569016011585991,0.9803659367877806,0.8698214888572693,0.019911816233487346,0.8696909045738962,1.0,283.1815490722656
0 (mouse A),batch04,8750,False,0.9967818095256801,1.0160855654205352,0.8856673240661621,0.03355003063707929,0.8469506172251793,0.0,293.499267578125
0 (mouse A),batch04,9989,False,1.000075808660199,1.0083840352147229,0.9317559003829956,0.029765780025582063,0.883885119160682,0.0,291.274658203125
0 (mouse A),batch04,10074,False,1.0065652932608777,1.01444776470101,0.8105382919311523,0.017764335321601973,0.88233023430854,0.0,293.02618408203125
0 (mouse A),batch04,10524,False,1.0011849222232136,0.9957890708761378,0.8581014275550842,0.026309891014686865,0.8919834128309472,0.0,287.6365661621094
0 (mouse A),batch05,33,False,1.008893128766365,1.079742004150115,0.87105792760849,0.02618503689702994,0.9676523409983696,0.0,312.32025146484375
0 (mouse A),batch05,1507,False,1.0016834802672603,1.001054620389412,0.812210202217102,0.04424061363367004,0.882170696394932,0.0,289.5595703125
0 (mouse A),batch05,1574,False,1.010049464719755,0.9998032345912111,0.8879439830780029,0.04663641736424838,0.9095633042350459,0.0,289.1976013183594
0 (mouse A),batch05,2024,False,1.006490177180347,0.9726988786587288,0.9242550730705261,0.030464333598933902,0.8585309225684357,0.0,281.3575439453125
0 (mouse A),batch05,2317,False,1.0514168233039352,1.0219770608459837,0.8867430686950684,0.013243197089801598,0.9127839049139767,0.0,295.6114807128906
0 (mouse A),batch05,2452,False,0.95571119846551,0.9420734241992123,0.7070968151092529,0.031391564937278474,0.9208859777498194,0.0,272.4989929199219
0 (mouse A),batch05,3267,False,0.9726122639383892,0.9760144549250013,0.914357602596283,0.018966757289640982,0.8595140061584616,1.0,282.31658935546875
0 (mouse A),batch05,3839,False,0.9952603380306104,1.0504158344140484,0.9076747298240662,0.02775461001187776,0.8734146640923672,0.0,303.8375244140625
0 (mouse A),batch05,4374,False,1.0396480567866324,1.0838727061795521,0.8012269139289856,0.014341609332012643,0.9394461033115442,0.0,313.51507568359375
0 (mouse A),batch05,4497,False,0.866064657384084,0.8762360349311881,0.7447023987770081,0.03813380766024282,0.8190388263794716,1.0,253.45523071289062
0 (mouse A),batch05,5710,False,0.9276937046594179,0.9047820008077405,0.722444474697113,0.029976216947170127,0.8173691095184134,1.0,261.7122802734375
0 (mouse A),batch05,6986,False,0.8880277608729388,0.9170869603932861,0.6036360859870911,0.040964175147971245,0.8372531028696604,1.0,265.27154541015625
0 (mouse A),batch05,7121,False,0.9720063557159739,0.9897335933520512,0.8012157082557678,0.04935008886069137,0.8367270961086622,0.0,286.284912109375
0 (mouse A),batch05,7574,False,0.9909729199317073,0.9813621483701916,0.8267416954040527,0.030348344270594886,0.8559631998360252,0.0,283.8634338378906
0 (mouse A),batch05,8349,False,0.9825603363630986,1.034710156640036,0.7936320900917053,0.03249394416858764,0.9000594206002459,0.0,299.2945861816406
0 (mouse A),batch05,8419,False,0.9250702832881355,0.9508602393764615,0.8753944039344788,0.01679261994532447,0.845003503812027,1.0,275.0406188964844
0 (mouse A),batch05,8642,False,0.9842737601903994,0.9837825211546553,0.8264650702476501,0.03186817011193427,0.8414433875508648,0.0,284.56353759765625
0 (mouse A),batch05,9423,False,0.9956109549728862,1.1070015568205749,0.7337018847465515,0.012476564573660543,0.9688853619019278,0.0,320.2052001953125
0 (mouse A),batch05,9527,False,0.9972788711815511,1.098908432025517,0.8608714938163757,0.03253728109233949,0.9018618922708792,0.0,317.8642272949219
0 (mouse A),batch05,10227,False,0.9744637135587246,0.9764973478343989,0.7812513709068298,0.03510108753957757,0.8722387263079837,0.0,282.4562683105469
1 (10-31),test50,64573,False,0.9338778416690906,0.6500269323859995,0.5774902701377869,0.10250608367886983,0.5427309540348065,1.0,117.186279296875
1 (10-31),test50,64719,False,1.0118956808976087,0.706906235685293,0.5464516878128052,0.03977338181789511,0.7557395077521244,1.0,127.4404296875
1 (10-31),test50,64865,False,1.0051879988859325,0.7178576107943514,0.483201801776886,0.08511694369898933,0.7810364937894698,1.0,129.41473388671875
1 (10-31),test50,65012,False,0.9395466652739333,0.6943182653038078,0.4409186542034149,0.06619007576530582,0.7423930356510403,1.0,125.17108154296875
1 (10-31),test50,65158,False,1.1311284015673455,0.8766906377880166,0.7927790880203247,0.014014463157322611,0.7613518593176657,0.0,158.04901123046875
1 (10-31),test50,65305,False,1.0101367772831207,0.7727020038981709,0.4970288872718811,0.1632273281975841,0.866888774382353,1.0,139.30203247070312
1 (10-31),test50,65451,False,0.9682347833152268,0.7453677481038145,0.5475430488586426,0.08449687025541999,0.7967614681221763,1.0,134.37423706054688
1 (10-31),test50,65597,False,1.0072903702118206,0.7846858153504782,0.5647887587547302,0.12785448238055364,0.8384789680305563,1.0,141.46246337890625
1 (10-31),test50,65744,False,1.0197117944700007,0.8094368642915835,0.4712033271789551,0.1420149435596542,0.9112786669712666,1.0,145.924560546875
1 (10-31),test50,65890,False,1.0195113366355555,0.8217759936459206,0.7167267799377441,0.05387166087736967,0.6654082310785906,0.0,148.1490478515625
1 (10-31),test50,66037,False,0.9938929637310404,0.7912905979057404,0.4554518461227417,0.05782119474301871,0.6433991419561594,0.0,142.65316772460938
1 (10-31),test50,66183,False,1.0634862805886933,0.8514033110414657,0.6881420612335205,0.045605960375141995,0.7076301645067337,0.0,153.490234375
1 (10-31),test50,66329,False,0.9305329756503661,0.7905307017350821,0.6581677794456482,0.07954288930551297,0.6347796329889042,1.0,142.51617431640625
1 (10-31),test50,66476,False,1.0129608570827817,0.8628151266905532,0.7365936040878296,0.022898450972251155,0.7499900081852361,0.0,155.54754638671875
1 (10-31),test50,66622,False,1.0958981088344981,0.9071890680581902,0.6462421417236328,0.07548598132505305,0.6940152243909986,1.0,163.5472412109375
1 (10-31),test50,66769,False,1.0466683861261588,0.8064893677169563,0.41263604164123535,0.02805086202949801,0.708805328033263,1.0,145.3931884765625
1 (10-31),test50,66915,False,0.8452156928762228,0.7054292710853837,0.6078907251358032,0.09123101845969542,0.6011769190278257,1.0,127.17416381835938
1 (10-31),test50,67061,False,1.101324055998202,0.9505925294199499,0.7032313942909241,0.08061539569454218,0.7249155092753444,1.0,171.37197875976562
1 (10-31),test50,67208,False,1.0004015274528206,0.8629177101343979,0.7038322687149048,0.07256008221291181,0.6713572770809608,0.0,155.5660400390625
1 (10-31),test50,67354,False,0.9933860139102838,0.8680191204705432,0.5820626020431519,0.08053815372653954,0.6989549372497589,0.0,156.4857177734375
1 (10-31),test50,67501,False,1.0096907722018789,0.882558038360791,0.6118611097335815,0.021601965346803958,0.7501883341350885,0.0,159.10678100585938
1 (10-31),test50,67647,False,0.9894329659796703,0.8611318102456823,0.6409552097320557,0.01158554683271999,0.7702172854205,0.0,155.24407958984375
1 (10-31),test50,67793,False,1.0006632462896532,0.8541791580912438,0.5679634213447571,0.015114057233433531,0.7488946139309872,0.0,153.99066162109375
1 (10-31),test50,67940,False,0.9906888124378016,0.8422464690812485,0.5561298727989197,0.01926486789836227,0.7325417111373156,1.0,151.83944702148438
1 (10-31),test50,68086,False,1.0120081110385009,0.8606339589117759,0.5957779288291931,0.01849893468929337,0.7335123669972552,1.0,155.15432739257812
1 (10-31),test50,68233,False,0.948720281156927,0.730917363449756,0.41830143332481384,0.09359872169481122,0.5858018255606002,1.0,131.76913452148438
1 (10-31),test50,68379,False,1.03963169619517,0.7952512329480417,0.7278383374214172,0.06361017682458149,0.6437923587851765,0.0,143.3671875
1 (10-31),test50,68526,False,0.987757912057797,0.7648086649492686,0.5291562080383301,0.09848758190946524,0.8224968117818909,1.0,137.8790283203125
1 (10-31),test50,68672,False,1.0086633686761473,0.7677730894849262,0.7016324996948242,0.06983617449052046,0.6290811613430541,0.0,138.4134521484375
1 (10-31),test50,68818,False,0.9850491092169636,0.7411455760635922,0.4714268743991852,0.07276097407002656,0.8201313010371714,1.0,133.61306762695312
1 (10-31),test50,68965,False,0.9938718222082521,0.7589761359762169,0.45362886786460876,0.0778927524985779,0.802906520731908,1.0,136.82754516601562
1 (10-31),test50,69111,False,1.0169519783966274,0.8446107973983755,0.6451295018196106,0.02019555365179259,0.7158641774929551,1.0,152.26568603515625
1 (10-31),test50,69258,False,1.0055553961524881,0.8542873277622285,0.7340086102485657,0.025655375013855165,0.7126046209284577,0.0,154.01016235351562
1 (10-31),test50,69404,False,1.004583509660802,0.8605528739784398,0.6407208442687988,0.030753470831044592,0.7217513967041844,0.0,155.13970947265625
1 (10-31),test50,69550,False,0.9979821130758857,0.8626954460060676,0.6413488984107971,0.03553698937782231,0.7257141953468579,0.0,155.52597045898438
1 (10-31),test50,69697,False,0.9696885190509816,0.8246529006230505,0.7108891606330872,0.04452321819363836,0.6861990347234732,0.0,148.66769409179688
1 (10-31),test50,69843,False,1.004703505032082,0.8320634541233636,0.7879016995429993,0.03672552932305983,0.7109711795765592,0.0,150.003662109375
1 (10-31),test50,69990,False,0.9969265481974523,0.8219836997277645,0.809545636177063,0.03721508572204693,0.7081753413201688,0.0,148.18649291992188
1 (10-31),test50,70136,False,0.9776844914902919,0.8192146238623987,0.5539900660514832,0.04444251487261689,0.7103313857419187,0.0,147.68728637695312
1 (10-31),test50,70282,False,1.0283109242120336,0.8718445011042109,0.7747828960418701,0.03609057130401641,0.7334300892343969,0.0,157.17535400390625
1 (10-31),test50,70429,False,0.9903861200052407,0.8362223155893317,0.5659167766571045,0.0235108681650981,0.724535494057923,0.0,150.75341796875
1 (10-31),test50,70575,False,0.8850228164297651,0.7430266110932991,0.5764369368553162,0.11034744510817039,0.6019737752678624,1.0,133.95217895507812
1 (10-31),test50,70722,False,0.9770674009213981,0.8209043729324612,0.6195125579833984,0.017986860429151215,0.7401556782179434,0.0,147.99191284179688
1 (10-31),test50,70868,False,1.048230924367378,0.8934340840432639,0.7574396133422852,0.031371710866949676,0.7430927749299614,0.0,161.0675048828125
