batch_size,shuffle,architecture,epochs_completed,dlc_checkpoint_metric,dlc_best_snapshot_epoch,internal_mAP_at_tested_snapshot_percent,internal_valid_loss_at_tested_snapshot,minimum_internal_valid_loss,minimum_internal_valid_loss_epoch,external_overall_keypoint_rmse_px,external_pupil_center_rmse_px,external_pupil_width_mae_px,external_mean_likelihood,external_points_likelihood_ge_0_6,external_points_total,external_fraction_likelihood_ge_0_6,pipeline_elapsed_hours,reused_existing_model,external_frame_rmse_median_px,external_frame_rmse_p90_px,external_pupil_center_error_median_px,external_pupil_center_error_p90_px,selected_by_prespecified_internal_rule,lowest_external_rmse_report_only
1,5,HRNet-W32,200,internal test.mAP,20,98.01980198019804,0.0090369312092661,0.0083596026524901,70,51.30766699622233,15.762491247949418,32.950995110490986,0.2561998354550451,0,800,0.0,21.9342,False,26.504964830186616,82.00711287912802,11.702700213712976,19.629227045180414,False,False
2,6,HRNet-W32,200,internal test.mAP,90,100.0,0.0087790749967098,0.0082371113821864,70,20.057752735032963,9.5294579291583,20.112968495558036,0.4399749842472374,59,800,0.07375,8.4307,False,19.392917523114377,24.946775335806276,8.04929326115708,14.017917687369502,False,True
4,7,HRNet-W32,200,internal test.mAP,20,98.01980198019804,0.0090994043275713,0.0082043409347534,50,24.306916869276947,10.531724678288402,22.856802787612487,0.3329227254865691,2,800,0.0025,6.3509,False,21.184721880677408,29.20763671335589,8.364227774693456,15.48197677299391,False,False
8,4,HRNet-W32,200,internal test.mAP,10,98.01980198019804,0.009580822661519,0.0080587342381477,30,25.679872793929174,11.962800868603544,26.30624554147048,0.2047786596510559,0,800,0.0,,True,23.736299259487264,30.35123419054896,10.216235259481921,17.69036688114327,False,False
16,8,HRNet-W32,200,internal test.mAP,10,98.01980198019804,0.0094731645658612,0.00790342874825,30,38.60885631099771,16.683664760307057,37.991282826077615,0.23316186706535513,0,800,0.0,8.1416,False,31.943272586687428,42.8606771213227,14.652162485317973,24.20965598620824,True,False
