model,step,losses/train.total_loss,losses/eval.total_loss,metrics/test.mAP,metrics/test.rmse
HRNet-W18,130,0.0080881780013442,0.0084189008921384,98.01980198019804,12.604863739013672
HRNet-W18,131,0.0082251103594899,,,
HRNet-W18,132,0.0082829324528574,,,
HRNet-W18,133,0.0082086371257901,,,
HRNet-W18,134,0.0080147786065936,,,
HRNet-W18,135,0.0080740032717585,,,
HRNet-W18,136,0.0079320780932903,,,
HRNet-W18,137,0.0077713443897664,,,
HRNet-W18,138,0.0078996578231453,,,
HRNet-W18,139,0.0075374715961515,,,
HRNet-W18,140,0.0077106109820306,0.0090935286134481,96.03960396039604,13.953742980957031
HRNet-W18,141,0.007969656959176,,,
HRNet-W18,142,0.0078678000718355,,,
HRNet-W18,143,0.0075549148023128,,,
HRNet-W18,144,0.0074583576060831,,,
HRNet-W18,145,0.0078986324369907,,,
HRNet-W18,146,0.0075810700654983,,,
HRNet-W18,147,0.0079026808962225,,,
HRNet-W18,148,0.0076408819295465,,,
HRNet-W18,149,0.0077428393997251,,,
HRNet-W18,150,0.0077350684441626,0.0098080364987254,96.03960396039604,15.294113159179688
HRNet-W18,151,0.0072869560681283,,,
HRNet-W18,152,0.0074586081318557,,,
HRNet-W18,153,0.0076787122525274,,,
HRNet-W18,154,0.0078242123126983,,,
HRNet-W18,155,0.0076689985580742,,,
HRNet-W18,156,0.0072564124129712,,,
HRNet-W18,157,0.0078241564333438,,,
HRNet-W18,158,0.0074863098561763,,,
HRNet-W18,159,0.0073217242024838,,,
HRNet-W18,160,0.0073634199798107,0.0098529383540153,90.85148514851484,16.108192443847656
HRNet-W18,161,0.0071519701741635,,,
HRNet-W18,162,0.0069122430868446,,,
HRNet-W18,163,0.0067056487314403,,,
HRNet-W18,164,0.0068760006688535,,,
HRNet-W18,165,0.0067014931701123,,,
HRNet-W18,166,0.0064087291248142,,,
HRNet-W18,167,0.0066280360333621,,,
HRNet-W18,168,0.0064767091535031,,,
HRNet-W18,169,0.0065666618756949,,,
HRNet-W18,170,0.0062758228741586,0.0091896001249551,97.22772277227722,13.125282287597656
HRNet-W18,171,0.0060847043059766,,,
HRNet-W18,172,0.006288718432188,,,
HRNet-W18,173,0.0063092052005231,,,
HRNet-W18,174,0.006065531168133,,,
HRNet-W18,175,0.0064031793735921,,,
HRNet-W18,176,0.0063317962922155,,,
HRNet-W18,177,0.006352340336889,,,
HRNet-W18,178,0.0060897902585566,,,
HRNet-W18,179,0.0063378852792084,,,
HRNet-W18,180,0.0064210188575088,0.0093910349532961,93.66336633663369,14.288479614257811
HRNet-W18,181,0.0058821775019168,,,
HRNet-W18,182,0.0064948587678372,,,
HRNet-W18,183,0.0060601863078773,,,
HRNet-W18,184,0.005965469405055,,,
HRNet-W18,185,0.0062087099067866,,,
HRNet-W18,186,0.00620524212718,,,
HRNet-W18,187,0.0060832467861473,,,
HRNet-W18,188,0.0061303731054067,,,
HRNet-W18,189,0.0061516147106885,,,
HRNet-W18,190,0.0059497742913663,0.0095210773870348,92.83168316831684,14.5724609375
HRNet-W18,191,0.0060269548557698,,,
HRNet-W18,192,0.0058884434401988,,,
HRNet-W18,193,0.0061500053852796,,,
HRNet-W18,194,0.0065961913205683,,,
HRNet-W18,195,0.0061117592267692,,,
HRNet-W18,196,0.0057810037396848,,,
HRNet-W18,197,0.0059815286658704,,,
HRNet-W18,198,0.0060293176211416,,,
HRNet-W18,199,0.0064805671572685,,,
HRNet-W18,200,0.0059172161854803,0.0094403401017189,93.66336633663369,14.671160888671874
HRNet-W32,1,0.0149086499586701,,,
HRNet-W32,2,0.0141111724078655,,,
HRNet-W32,3,0.0134602636098861,,,
HRNet-W32,4,0.0130599373951554,,,
HRNet-W32,5,0.0121948607265949,,,
HRNet-W32,6,0.0127160074189305,,,
HRNet-W32,7,0.0118073774501681,,,
HRNet-W32,8,0.0121021019294857,,,
HRNet-W32,9,0.0113119557499885,,,
HRNet-W32,10,0.0115665374323725,0.0108897220343351,96.03960396039604,18.769114685058593
HRNet-W32,11,0.0111377835273742,,,
HRNet-W32,12,0.0109095834195613,,,
HRNet-W32,13,0.0108279958367347,,,
HRNet-W32,14,0.0112056704238057,,,
HRNet-W32,15,0.0104777673259377,,,
HRNet-W32,16,0.0102132549509406,,,
HRNet-W32,17,0.0106259612366557,,,
HRNet-W32,18,0.0105336708948016,,,
HRNet-W32,19,0.0103595321998,,,
HRNet-W32,20,0.0101371249184012,0.0093958899378776,97.62376237623762,14.346702575683594
HRNet-W32,21,0.0104332044720649,,,
HRNet-W32,22,0.0103687075898051,,,
HRNet-W32,23,0.0099283261224627,,,
HRNet-W32,24,0.0099115585908293,,,
HRNet-W32,25,0.0100494613870978,,,
HRNet-W32,26,0.0098654478788375,,,
HRNet-W32,27,0.0097470181062817,,,
HRNet-W32,28,0.0094854598864912,,,
HRNet-W32,29,0.0098161688074469,,,
HRNet-W32,30,0.0093840425834059,0.0087379124015569,97.62376237623762,13.093951416015624
HRNet-W32,31,0.0097925653681159,,,
HRNet-W32,32,0.0098023116588592,,,
HRNet-W32,33,0.0097630778327584,,,
HRNet-W32,34,0.0097523862496018,,,
HRNet-W32,35,0.0095824934542179,,,
HRNet-W32,36,0.0096357781440019,,,
HRNet-W32,37,0.0097431745380163,,,
HRNet-W32,38,0.0095151998102664,,,
HRNet-W32,39,0.0093505159020423,,,
HRNet-W32,40,0.0090365279465913,0.0085312919691205,98.01980198019804,12.43880615234375
HRNet-W32,41,0.0091794356703758,,,
HRNet-W32,42,0.009294637478888,,,
HRNet-W32,43,0.0093779861927032,,,
HRNet-W32,44,0.0090117985382676,,,
HRNet-W32,45,0.0090018520131707,,,
HRNet-W32,46,0.0091954497620463,,,
HRNet-W32,47,0.0092666065320372,,,
HRNet-W32,48,0.0091547239571809,,,
HRNet-W32,49,0.008807991631329,,,
HRNet-W32,50,0.0091487299650907,0.0085039976984262,98.01980198019804,11.976516723632812
HRNet-W32,51,0.0091465217992663,,,
HRNet-W32,52,0.0089069036766886,,,
HRNet-W32,53,0.0086184768006205,,,
HRNet-W32,54,0.0083234133198857,,,
HRNet-W32,55,0.0086464872583746,,,
HRNet-W32,56,0.0088591268286108,,,
HRNet-W32,57,0.0089426944032311,,,
HRNet-W32,58,0.0085803233087062,,,
HRNet-W32,59,0.0090947039425373,,,
HRNet-W32,60,0.0088169453665614,0.0085540954023599,98.01980198019804,13.125515747070311
HRNet-W32,61,0.0090595781803131,,,
HRNet-W32,62,0.0086355414241552,,,
HRNet-W32,63,0.0086054755374789,,,
HRNet-W32,64,0.0086103612557053,,,
HRNet-W32,65,0.0084169944748282,,,
HRNet-W32,66,0.0086650680750608,,,
HRNet-W32,67,0.0084877638146281,,,
HRNet-W32,68,0.0084932632744312,,,
HRNet-W32,69,0.0083876075223088,,,
HRNet-W32,70,0.0084251277148723,0.0082371113821864,98.01980198019804,12.615592956542969
HRNet-W32,71,0.008174161426723,,,
HRNet-W32,72,0.0082701044157147,,,
HRNet-W32,73,0.0081632668152451,,,
HRNet-W32,74,0.0080578280612826,,,
HRNet-W32,75,0.0086086606606841,,,
HRNet-W32,76,0.0083270790055394,,,
HRNet-W32,77,0.0080089597031474,,,
HRNet-W32,78,0.0086584761738777,,,
HRNet-W32,79,0.0077881664037704,,,
HRNet-W32,80,0.0083690322935581,0.0086606880649924,98.01980198019804,12.239790344238282
HRNet-W32,81,0.0077800848521292,,,
HRNet-W32,82,0.0080843353644013,,,
HRNet-W32,83,0.0082904919981956,,,
HRNet-W32,84,0.007553847040981,,,
HRNet-W32,85,0.0079403165727853,,,
HRNet-W32,86,0.0085299285128712,,,
HRNet-W32,87,0.0076985037885606,,,
HRNet-W32,88,0.0077126729302108,,,
HRNet-W32,89,0.0080949636176228,,,
HRNet-W32,90,0.0079718399792909,0.0087790749967098,100.0,13.021759033203123
HRNet-W32,91,0.007523272652179,,,
HRNet-W32,92,0.0076521825976669,,,
HRNet-W32,93,0.0073675638996064,,,
HRNet-W32,94,0.0076264715753495,,,
HRNet-W32,95,0.0079071978107094,,,
HRNet-W32,96,0.0078726531937718,,,
HRNet-W32,97,0.0075519164092838,,,
HRNet-W32,98,0.0072365552186965,,,
HRNet-W32,99,0.0071382410824298,,,
HRNet-W32,100,0.0070682330988347,0.0093752164393663,96.03960396039604,15.1627685546875
HRNet-W32,101,0.0073906611651182,,,
HRNet-W32,102,0.0075586289167404,,,
HRNet-W32,103,0.0071535594761371,,,
HRNet-W32,104,0.0070703816600143,,,
HRNet-W32,105,0.0073150224052369,,,
HRNet-W32,106,0.0068583618849515,,,
HRNet-W32,107,0.0073736482299864,,,
HRNet-W32,108,0.0070216380991041,,,
HRNet-W32,109,0.0069128293544054,,,
HRNet-W32,110,0.0069280951283872,0.0097916144877672,97.22772277227722,14.331240844726562
HRNet-W32,111,0.0066599119454622,,,
HRNet-W32,112,0.0074069635011255,,,
HRNet-W32,113,0.0071237557567656,,,
HRNet-W32,114,0.006581304129213,,,
HRNet-W32,115,0.0065815169364213,,,
HRNet-W32,116,0.0066214357502758,,,
HRNet-W32,117,0.0063100405968725,,,
HRNet-W32,118,0.0066524036228656,,,
HRNet-W32,119,0.0068144351243972,,,
HRNet-W32,120,0.0067832395434379,0.009347777813673,98.01980198019804,15.060516357421877
HRNet-W32,121,0.0065000671893358,,,
HRNet-W32,122,0.006140153389424,,,
HRNet-W32,123,0.0063004828989505,,,
HRNet-W32,124,0.0063393167220056,,,
HRNet-W32,125,0.0066862762905657,,,
HRNet-W32,126,0.0062356363050639,,,
HRNet-W32,127,0.0059206071309745,,,
HRNet-W32,128,0.0061433594673871,,,
HRNet-W32,129,0.0066424957476556,,,
HRNet-W32,130,0.0065781674347817,0.0092884860932827,97.62376237623762,13.9767333984375
HRNet-W32,131,0.0060317050665616,,,
HRNet-W32,132,0.0059610903263092,,,
HRNet-W32,133,0.0060048359446227,,,
HRNet-W32,134,0.0059746173210442,,,
HRNet-W32,135,0.0059374603442847,,,
HRNet-W32,136,0.0060443780384957,,,
HRNet-W32,137,0.0058177020400762,,,
HRNet-W32,138,0.0058067175559699,,,
HRNet-W32,139,0.0057341232895851,,,
HRNet-W32,140,0.006006786134094,0.0100213140249252,94.45544554455444,15.981011962890625
HRNet-W32,141,0.0055796946398913,,,
HRNet-W32,142,0.0058009643107652,,,
HRNet-W32,143,0.0056586624123156,,,
HRNet-W32,144,0.005404058843851,,,
HRNet-W32,145,0.005745880305767,,,
HRNet-W32,146,0.0054134600795805,,,
HRNet-W32,147,0.0056171044707298,,,
HRNet-W32,148,0.0056745684705674,,,
HRNet-W32,149,0.0055306530557572,,,
HRNet-W32,150,0.0055992384441196,0.0099974628537893,98.01980198019804,15.344613647460935
HRNet-W32,151,0.0054715280421078,,,
HRNet-W32,152,0.0048976466059684,,,
HRNet-W32,153,0.005178318824619,,,
HRNet-W32,154,0.0052199163474142,,,
HRNet-W32,155,0.005247164517641,,,
HRNet-W32,156,0.0055738962255418,,,
HRNet-W32,157,0.0052728708833456,,,
HRNet-W32,158,0.0055345557630062,,,
HRNet-W32,159,0.0054036998189985,,,
HRNet-W32,160,0.0046192053705453,0.0102746710181236,97.62376237623762,14.42510223388672
HRNet-W32,161,0.0048687597736716,,,
HRNet-W32,162,0.0045657479204237,,,
HRNet-W32,163,0.0040012835524976,,,
HRNet-W32,164,0.0043532359413802,,,
HRNet-W32,165,0.0043885358609259,,,
HRNet-W32,166,0.0040804953314363,,,
HRNet-W32,167,0.0043418887071311,,,
HRNet-W32,168,0.0043433024547994,,,
HRNet-W32,169,0.0041125677525997,,,
HRNet-W32,170,0.0038904522079974,0.0103625003248453,97.22772277227722,13.763716125488282
HRNet-W32,171,0.0035179043188691,,,
HRNet-W32,172,0.0036678758915513,,,
HRNet-W32,173,0.0038227650802582,,,
HRNet-W32,174,0.0044411760754883,,,
HRNet-W32,175,0.0038182092830538,,,
HRNet-W32,176,0.004100673366338,,,
HRNet-W32,177,0.0036845991853624,,,
HRNet-W32,178,0.0036593594122678,,,
HRNet-W32,179,0.003819047473371,,,
HRNet-W32,180,0.003863314865157,0.0104846050962805,97.22772277227722,14.409616088867187
HRNet-W32,181,0.0035910503938794,,,
HRNet-W32,182,0.0040397099219262,,,
HRNet-W32,183,0.0033878770191222,,,
HRNet-W32,184,0.0036804324481636,,,
HRNet-W32,185,0.0036726628895848,,,
HRNet-W32,186,0.0036771222949028,,,
HRNet-W32,187,0.0037569303531199,,,
HRNet-W32,188,0.0038274775724858,,,
HRNet-W32,189,0.0032948832958936,,,
HRNet-W32,190,0.0036411192268133,0.0108567420393228,97.62376237623762,14.81512908935547
HRNet-W32,191,0.0038203422445803,,,
HRNet-W32,192,0.00351715949364,,,
HRNet-W32,193,0.003521065460518,,,
HRNet-W32,194,0.0038175347726792,,,
HRNet-W32,195,0.0033685679081827,,,
HRNet-W32,196,0.0032401259522885,,,
HRNet-W32,197,0.0037792946677654,,,
HRNet-W32,198,0.0033869568724185,,,
HRNet-W32,199,0.0042519909329712,,,
HRNet-W32,200,0.0038180779665708,0.0107962386682629,97.62376237623762,14.8033203125
HRNet-W48,1,0.0148758990690112,,,
HRNet-W48,2,0.0141053786501288,,,
HRNet-W48,3,0.0133683709427714,,,
HRNet-W48,4,0.0131309246644377,,,
HRNet-W48,5,0.012225885875523,,,
HRNet-W48,6,0.0122590931132435,,,
HRNet-W48,7,0.011582888662815,,,
HRNet-W48,8,0.0118637578561902,,,
HRNet-W48,9,0.0111725190654397,,,
HRNet-W48,10,0.0113000934943556,0.009232903830707,72.67326732673267,36.226983642578126
HRNet-W48,11,0.0111418962478637,,,
HRNet-W48,12,0.0105630829930305,,,
HRNet-W48,13,0.0105545707046985,,,
HRNet-W48,14,0.0106175718829035,,,
HRNet-W48,15,0.0104622161015868,,,
HRNet-W48,16,0.0104720713570714,,,
HRNet-W48,17,0.0098570063710212,,,
HRNet-W48,18,0.0102556096389889,,,
HRNet-W48,19,0.0103804124519228,,,
HRNet-W48,20,0.0102839535102248,0.008495639078319,97.22772277227722,12.566790008544922
HRNet-W48,21,0.010106936097145,,,
HRNet-W48,22,0.01039669662714,,,
HRNet-W48,23,0.0098468316718935,,,
HRNet-W48,24,0.0095779756084084,,,
HRNet-W48,25,0.0098420521244406,,,
HRNet-W48,26,0.0094698825851082,,,
HRNet-W48,27,0.0094246268272399,,,
HRNet-W48,28,0.0094520347192883,,,
HRNet-W48,29,0.0095460480079054,,,
HRNet-W48,30,0.0093855643644928,0.0087021011859178,98.01980198019804,12.468272399902345
HRNet-W48,31,0.0092308009043335,,,
HRNet-W48,32,0.009204245172441,,,
HRNet-W48,33,0.0094068758189678,,,
HRNet-W48,34,0.0091317063197493,,,
HRNet-W48,35,0.0092884115874767,,,
HRNet-W48,36,0.0091933766379952,,,
HRNet-W48,37,0.0090005295351147,,,
HRNet-W48,38,0.0090988976880908,,,
HRNet-W48,39,0.0090942876413464,,,
HRNet-W48,40,0.0088763004168868,0.0087219532579183,98.01980198019804,12.708417510986328
HRNet-W48,41,0.0090023363009095,,,
HRNet-W48,42,0.0090521983802318,,,
HRNet-W48,43,0.0087807634845376,,,
HRNet-W48,44,0.0088150920346379,,,
HRNet-W48,45,0.0091428076848387,,,
HRNet-W48,46,0.0086132949218153,,,
HRNet-W48,47,0.0091019989922642,,,
HRNet-W48,48,0.0086116166785359,,,
HRNet-W48,49,0.0088240290060639,,,
HRNet-W48,50,0.0086484374478459,0.0088893566280603,96.03960396039604,14.25450439453125
HRNet-W48,51,0.0085585927590727,,,
HRNet-W48,52,0.0085127325728535,,,
HRNet-W48,53,0.0086171450093388,,,
HRNet-W48,54,0.0085935750976204,,,
HRNet-W48,55,0.0083991894498467,,,
HRNet-W48,56,0.0083470391109585,,,
HRNet-W48,57,0.008442023769021,,,
HRNet-W48,58,0.0085616940632462,,,
HRNet-W48,59,0.0083052366971969,,,
HRNet-W48,60,0.0082688899710774,0.0086183305829763,98.01980198019804,12.671289825439452
HRNet-W48,61,0.0082098534330725,,,
HRNet-W48,62,0.0083294948562979,,,
HRNet-W48,63,0.0081462329253554,,,
HRNet-W48,64,0.007874228991568,,,
HRNet-W48,65,0.0078336345031857,,,
HRNet-W48,66,0.0079650692641735,,,
HRNet-W48,67,0.0079247551038861,,,
HRNet-W48,68,0.0079259295016527,,,
HRNet-W48,69,0.0079394616186618,,,
HRNet-W48,70,0.008045301772654,0.0090438285842537,96.03960396039604,14.084986877441406
HRNet-W48,71,0.0080022001639008,,,
HRNet-W48,72,0.0076969848014414,,,
HRNet-W48,73,0.0086369765922427,,,
HRNet-W48,74,0.0076470728963613,,,
HRNet-W48,75,0.0074747293256223,,,
HRNet-W48,76,0.0078582884743809,,,
HRNet-W48,77,0.0073880902491509,,,
HRNet-W48,78,0.0074704079888761,,,
HRNet-W48,79,0.0075320512987673,,,
HRNet-W48,80,0.0072220326401293,0.008998155593872,97.62376237623762,14.508126831054687
HRNet-W48,81,0.007413460407406,,,
HRNet-W48,82,0.0073945592157542,,,
HRNet-W48,83,0.0071863210760056,,,
HRNet-W48,84,0.0073924083262681,,,
HRNet-W48,85,0.0076081347651779,,,
HRNet-W48,86,0.0072447191923856,,,
HRNet-W48,87,0.007133025676012,,,
HRNet-W48,88,0.0073247510008513,,,
HRNet-W48,89,0.0068289791233837,,,
HRNet-W48,90,0.0066503132693469,0.009790719486773,96.83168316831684,15.263735961914062
HRNet-W48,91,0.0068497895263135,,,
HRNet-W48,92,0.0072808614932,,,
HRNet-W48,93,0.0070195137523114,,,
HRNet-W48,94,0.0066547915339469,,,
HRNet-W48,95,0.0064060655422508,,,
HRNet-W48,96,0.0069704414345324,,,
HRNet-W48,97,0.0067075896076858,,,
HRNet-W48,98,0.0067176246084272,,,
HRNet-W48,99,0.0062112393788993,,,
HRNet-W48,100,0.0064318664371967,0.0101914554834365,97.62376237623762,14.443630981445311
HRNet-W48,101,0.0065770619548857,,,
HRNet-W48,102,0.0062859468162059,,,
HRNet-W48,103,0.0067964904010295,,,
HRNet-W48,104,0.0065596923232078,,,
HRNet-W48,105,0.0064338645897805,,,
HRNet-W48,106,0.0059539987705647,,,
HRNet-W48,107,0.0065628495067358,,,
HRNet-W48,108,0.0060854596085846,,,
HRNet-W48,109,0.006495380308479,,,
HRNet-W48,110,0.0059728506021201,0.0100911725312471,95.24752475247524,14.522607421875
HRNet-W48,111,0.0065700043924152,,,
HRNet-W48,112,0.0062726940959692,,,
HRNet-W48,113,0.0063097956590354,,,
HRNet-W48,114,0.0055655222386121,,,
HRNet-W48,115,0.0057796724140644,,,
HRNet-W48,116,0.0060897557996213,,,
HRNet-W48,117,0.0060418616048991,,,
HRNet-W48,118,0.0056819482706487,,,
HRNet-W48,119,0.0061149504035711,,,
HRNet-W48,120,0.006543690804392,0.0096534099429845,98.01980198019804,13.000225830078126
HRNet-W48,121,0.0057979435659945,,,
HRNet-W48,122,0.0056763868778944,,,
HRNet-W48,123,0.0059007965028285,,,
HRNet-W48,124,0.0059446631930768,,,
HRNet-W48,125,0.0058011063374578,,,
HRNet-W48,126,0.0061569921672344,,,
HRNet-W48,127,0.0053933225572109,,,
HRNet-W48,128,0.0056331921368837,,,
HRNet-W48,129,0.0057452656328678,,,
HRNet-W48,130,0.0056114196777343,0.010613459162414,96.83168316831684,15.014389038085938
HRNet-W48,131,0.0054595489054918,,,
HRNet-W48,132,0.0056135728955268,,,
HRNet-W48,133,0.0049983370117843,,,
HRNet-W48,134,0.005540074314922,,,
HRNet-W48,135,0.0050046388059854,,,
HRNet-W48,136,0.0052415351383388,,,
HRNet-W48,137,0.0056390142999589,,,
HRNet-W48,138,0.0052557201124727,,,
HRNet-W48,139,0.0049831075593829,,,
HRNet-W48,140,0.0048469929024577,0.0100558530539274,97.62376237623762,14.031301879882813
HRNet-W48,141,0.0049943961203098,,,
HRNet-W48,142,0.0051742666400969,,,
HRNet-W48,143,0.0047017480246722,,,
HRNet-W48,144,0.0051934500224888,,,
HRNet-W48,145,0.0054703443311154,,,
HRNet-W48,146,0.0051993983797729,,,
HRNet-W48,147,0.0046660066582262,,,
HRNet-W48,148,0.0045550442300736,,,
HRNet-W48,149,0.0045773121528327,,,
HRNet-W48,150,0.0046556051820516,0.0102420430630445,96.83168316831684,13.350193786621094
HRNet-W48,151,0.0045226123183965,,,
HRNet-W48,152,0.0041087279096245,,,
HRNet-W48,153,0.0047220685519278,,,
HRNet-W48,154,0.0046746185980737,,,
HRNet-W48,155,0.005071944091469,,,
HRNet-W48,156,0.0049364143051207,,,
HRNet-W48,157,0.0044711423106491,,,
HRNet-W48,158,0.0046826773323118,,,
HRNet-W48,159,0.0043557197786867,,,
HRNet-W48,160,0.0042178025469183,0.0113701838999986,96.83168316831684,14.530596923828124
HRNet-W48,161,0.0037401902955025,,,
HRNet-W48,162,0.0037421032320708,,,
HRNet-W48,163,0.003877718001604,,,
HRNet-W48,164,0.0037025094497948,,,
HRNet-W48,165,0.004108085297048,,,
HRNet-W48,166,0.0033437076490372,,,
HRNet-W48,167,0.0037803221493959,,,
HRNet-W48,168,0.0036849833559244,,,
HRNet-W48,169,0.0035614871885627,,,
HRNet-W48,170,0.0038649532943964,0.0103643666952848,96.83168316831684,14.276126098632812
HRNet-W48,171,0.0033869717735797,,,
HRNet-W48,172,0.0037010211963206,,,
HRNet-W48,173,0.0033320921938866,,,
HRNet-W48,174,0.0031372867524623,,,
HRNet-W48,175,0.0036920551210641,,,
HRNet-W48,176,0.0032083082478493,,,
HRNet-W48,177,0.0031649554148316,,,
HRNet-W48,178,0.003419496351853,,,
