model,snapshot_epoch,is_published_checkpoint,internal_mAP_percent,external_overall_keypoint_rmse_px,external_pupil_center_rmse_px,external_pupil_width_mae_px
HRNet-W48,100,False,97.62376237623762,24.64824284063717,11.87011400550885,24.390952537313627
HRNet-W48,125,False,,37.787690006565576,13.038494589545817,29.331240134080613
HRNet-W48,150,False,96.83168316831684,37.33735799809837,18.531752478869556,23.87778144804763
HRNet-W48,175,False,,30.608329697185063,12.31985695670385,27.9705978306043
HRNet-W48,200,True,97.62376237623762,21.740535421209103,12.365035120644892,28.20913172893256
