unit,prediction,frames,minutes,median_area_4pt_px2,median_area_3pt_px2,median_area_3pt_over_4pt_minus_1_pct,corr_area_3pt_4pt_trusted,median_eye_opening_px,frac_untrusted_production_rule,untrusted_runs,frac_pupil_minconf_lt_0.6,frac_residual_area_4pt,frac_residual_eye_opening,frac_residual_centre_x,frac_residual_centre_y,frac_residual_any
3_20251031_pluto3,3_pluto3DLC_Resnet50_EyePupilEllipseSep20shuffle423_snapshot_120.h5,71748,19.93,26022.0,25191.0,-2.9,0.993,148.8,0.3784,909,0.1704,0.0905,0.0458,0.097,0.0214,0.1381
